location,address,latitude,longitude
Zaragoza,"Zaragoza, Aragon, Spain",41.6521342,-0.8809428
Valencia,"Valencia, Comarca de València, Valencia, Valencian Community, Spain",39.4697065,-0.3763353
Oviedo,"Oviedo, Asturias, Spain",43.3604218,-5.8450534
Álava,"Álava, Autonomous Community of the Basque Country, Spain",42.844072249999996,-2.6820829322126283
Gijón,"Gijón, Asturias, Spain",43.5449422,-5.66275
Badalona,"Badalona, Barcelonès, Barcelona, Catalonia, 08911, Spain",41.4493539,2.248254
Biscay,"Biscay, Autonomous Community of the Basque Country, Spain",43.238482000000005,-2.85163163999482
Santiago de Compostela,"Santiago de Compostela, Santiago, A Coruña, Galicia, 15705, Spain",42.8804219,-8.5458608
Gipuzkoa,"Gipuzkoa, Autonomous Community of the Basque Country, Spain",43.144527800000006,-2.2037955488327494
Murcia,"Murcia, Área Metropolitana de Murcia, Region of Murcia, Spain",37.9923795,-1.1305431
Manresa,"Manresa, Bages, Barcelona, Catalonia, Spain",41.7288939,1.8286765
Es Mercadal,"es Mercadal, Menorca, Balearic Islands, Spain",40.0075893,4.1124562
Barakaldo,"Barakaldo, Biscay, Autonomous Community of the Basque Country, Spain",43.29548,-2.9900933
Vitoria-Gasteiz,"Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Álava, Autonomous Community of the Basque Country, Spain",42.8465088,-2.6724025
San Sebastián de los Reyes,"San Sebastián de los Reyes, Área metropolitana de Madrid y Corredor del Henares, Community of Madrid, Spain",40.5473698,-3.6260586
Bilbao,"Bilbao, Biscay, Autonomous Community of the Basque Country, Spain",43.2630018,-2.9350039
Palau-solità i Plegamans,"Palau-solità i Plegamans, Vallès Occidental, Barcelona, Catalonia, 08184, Spain",41.5873942,2.1806823
"Rome, Metropolitan City of Rome Capital",Not available,Not available,Not available
"Naples, Metropolitan City of Naples",Not available,Not available,Not available
"Monselice, Province of Padua",Not available,Not available,Not available
"Milan, Metropolitan City of Milan","Milan, Lombardy, Italy",45.4641943,9.1896346
"Turin, Metropolitan City of Turin",Not available,Not available,Not available
"San Donato Milanese, Metropolitan City of Milan","San Donato Milanese, Milan, Lombardy, 20097, Italy",45.41807,9.27165
"Rozzano, Metropolitan City of Milan","Rozzano, Milan, Lombardy, 20089, Italy",45.3832366,9.1541309
Italy,Italy,42.6384261,12.674297
Viadana Province of Mantua,Not available,Not available,Not available
"Sesto Fiorentino, Metropolitan City of Florence","Sesto Fiorentino, Florence, Tuscany, Italy",43.831721,11.1992239
"Assago, Metropolitan City of Milan","Assago, Milan, Lombardy, 20057, Italy",45.4053966,9.1313547
Lombardy,"Lombardy, Italy",45.5703694,9.7732524
"Rome, Metropolitan City of Rome Capital ",Not available,Not available,Not available
"Bari, Metropolitan City of Bari","Condominio Bari 20 (ex 22), Via Bari, Ronchetto Sul Naviglio, Municipio 6, Milan, Lombardy, 20142, Italy",45.4389172,9.147307411337817
"San Vendemiano, Province of Treviso",Not available,Not available,Not available
"Bologna, Metropolitan City of Bologna","Bologna Road, Bologna Residential Complex, Randpark Ridge, Randburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2118, South Africa",-26.0834054,27.9435704
"Porto San Giorgio, Province of Fermo",Not available,Not available,Not available
"Biassono, Province of Monza and Brianza",Not available,Not available,Not available
"Padua, Province of Padua","San Antonio de Padua Parish, Guagua-Floridablanca Road, San Antonio de Padua Subdivision, Jose Abad Santos, Guagua, Pampanga, Central Luzon, 2003, Philippines",14.971844950000001,120.59868349346166
"Pisa, Province of Pisa","Pisa Elementary School, Pisa, Tingloy, Batangas, Calabarzon, Philippines",13.6340973,120.93921954019385
"Verona, VR","Verona, Veneto, Italy",45.4384958,10.9924122
"Cosenza, Province of Cosenza",Not available,Not available,Not available
"Moncalieri, Metropolitan City of Turin",Not available,Not available,Not available
Tuscany,"Tuscany, Italy",43.4586541,11.1389204
"Parma, Province of Parma",Not available,Not available,Not available
"Casalecchio di Reno, Metropolitan City of Bologna ",Not available,Not available,Not available
"Lecce, Province of Lecce",Not available,Not available,Not available
"Nule, Province of Sassari",Not available,Not available,Not available
"Pescara, Province of Pescara","Pescara, МЗ Пешчара, Subotica, City of Subotica, North Backa Administrative District, Vojvodina, 71210, Serbia",46.1099936,19.6261278
"Catania, Metropolitan city of Catania",Not available,Not available,Not available
"Milan, Metropolitan City of Milan ","Milan, Lombardy, Italy",45.4641943,9.1896346
"Sasso Marconi, Metropolitan City of Bologna",Not available,Not available,Not available
"Poggibonsi, Province of Siena",Not available,Not available,Not available
"Genoa, Metropolitan City of Genoa",Not available,Not available,Not available
"Ispra, VA","Ispra, Varese, Lombardy, 21027, Italy",45.815457,8.6101375
Emilia-Romagna,"Emilia-Romagna, Italy",44.525696,11.039437
"Rho, Metropolitan City of Milan","Rho, Milan, Lombardy, 20017, Italy",45.528878,9.04156
Lazio,"Lazio, Italy",41.9808038,12.7662312
"Basiglio, Metropolitan City of Milan","Basiglio, Milan, Lombardy, Italy",45.349152,9.164589
"Melfi, Province of Potenza",Not available,Not available,Not available
"Neumarkt, Autonomous Province of Bolzano – South Tyrol",Not available,Not available,Not available
Santa Vittoria d'Alba Province of Cuneo,Not available,Not available,Not available
"Carate Brianza, Province of Monza and Brianza",Not available,Not available,Not available
"Puglia, Province of Arezzo",Not available,Not available,Not available
"Palermo, PA","Palermo, Sicily, Italy",38.1112268,13.3524434
"Trieste, Province of Trieste",Not available,Not available,Not available
Gentofte,"Gentofte, Gentofte Municipality, Capital Region of Denmark, 2900, Denmark",55.7459656,12.5510249
Aarhus,"Aarhus, Aarhus Municipality, Central Denmark Region, 8000, Denmark",56.1496278,10.2134046
Denmark,Denmark,55.670249,10.3333283
Copenhagen,"Copenhagen, Copenhagen Municipality, Capital Region of Denmark, 1357, Denmark",55.6867243,12.5700724
Lyngby,"Kongens Lyngby, Lyngby-Taarbæk Municipality, Capital Region of Denmark, 2800, Denmark",55.7718649,12.5051413
Lillerød,"Lillerød, Allerød Municipality, Capital Region of Denmark, 3450, Denmark",55.8707776,12.3556762
Aalborg,"Aalborg, Aalborg Municipality, North Denmark Region, 9000, Denmark",57.0462626,9.9215263
Frederiksberg ,"Frederiksberg, Frederiksberg Municipality, Capital Region of Denmark, 1861, Denmark",55.678016,12.5326186
Søborg,"Søborg, Gladsaxe Municipality, Capital Region of Denmark, 2870, Denmark",55.736468,12.5088728
Viby,"Viby J., Aarhus, Aarhus Municipality, Central Denmark Region, 8260, Denmark",56.1290327,10.1624334
Hellerup,"Hellerup, Gentofte Municipality, Capital Region of Denmark, 2900, Denmark",55.7336657,12.5655408
Aarhus C,"Aarhus C, Lane 23, Midtbyen, Frederiksbjerg, Aarhus, Aarhus Municipality, Central Denmark Region, 8000, Denmark",56.1521676,10.2084577
Copenhagen ,"Copenhagen, Copenhagen Municipality, Capital Region of Denmark, 1357, Denmark",55.6867243,12.5700724
Kolding,"Kolding, Kolding Municipality, Region of Southern Denmark, 6000, Denmark",55.4894999,9.47905
Skanderborg,"Skanderborg, Skanderborg Municipality, Central Denmark Region, 8660, Denmark",56.0351868,9.9317878
Nordborg,"Nordborg, Sønderborg Municipality, Region of Southern Denmark, 6430, Denmark",55.0553387,9.7470524
Bagsværd,"Bagsværd, Gladsaxe Municipality, Capital Region of Denmark, 2880, Denmark",55.7583936,12.4573112
Lystrup,"Lystrup, Aarhus Municipality, Central Denmark Region, 8520, Denmark",56.2363205,10.238378
Vejle,"Vejle, Vejle Municipality, Region of Southern Denmark, 7100, Denmark",55.7000057,9.5333238
Randers,"Randers, Randers Municipality, Central Denmark Region, 8940, Denmark",56.4355428,10.0425957
Zürich,"Zurich, District Zurich, Zurich, Switzerland",47.3744489,8.5410422
Sempach,"Sempach, Lucerne, 6204, Switzerland",47.1353737,8.1920262
Allschwil,"Allschwil, Bezirk Arlesheim, Basel-Landschaft, 4123, Switzerland",47.5510799,7.5365611
Lugano,"Lugano, Circolo di Lugano ovest, Distretto di Lugano, Ticino, Switzerland",46.0050102,8.9520281
Bern ,"Bern, Bern-Mittelland administrative district, Bernese Mittelland administrative region, Bern, Switzerland",46.9482713,7.4514512
Bern,"Bern, Bern-Mittelland administrative district, Bernese Mittelland administrative region, Bern, Switzerland",46.9482713,7.4514512
Bottighofen,"Bottighofen, Bezirk Kreuzlingen, Thurgau, 8598, Switzerland",47.6386883,9.2068831
Épalinges,"Épalinges, District de Lausanne, Vaud, Switzerland",46.547327,6.6726245
Basel,"Basel, Basel-City, Switzerland",47.5581077,7.5878261
Lausanne,"Lausanne, District de Lausanne, Vaud, Switzerland",46.5218269,6.6327025
Geneva,"Geneva, Switzerland",46.2017559,6.1466014
Petit-Lancy,"Petit-Lancy, Lancy, Geneva, 1235, Switzerland",46.1909747,6.1200687
Cham,"Chamonix-Mont-Blanc, Bonneville, Upper Savoy, Auvergne-Rhône-Alpes, Metropolitan France, 74400, France",45.9246705,6.8727506
Horgen,"Horgen, Bezirk Horgen, Zurich, 8810, Switzerland",47.260692,8.5976831
Fällanden,"Fällanden, Bezirk Uster, Zurich, 8117, Switzerland",47.3713238,8.6388635
Dübendorf,"Dübendorf, Bezirk Uster, Zurich, 8600, Switzerland",47.3968244,8.6183023
Martigny,"Martigny, Vervins, Aisne, Hauts-de-France, Metropolitan France, 02500, France",49.8597222,4.1375
Freienbach,"Freienbach, Höfe, Schwyz, Switzerland",47.204411,8.7598816
Lancy,"Lancy, Geneva, 1212, Switzerland",46.1839156,6.1224047
Zurich,"Zurich, District Zurich, Zurich, Switzerland",47.3744489,8.5410422
St Gallen,"St. Gallen, Wahlkreis St. Gallen, St. Gallen, Switzerland",47.4250593,9.3765878
Zollikofen ,"Zollikofen, Bern-Mittelland administrative district, Bernese Mittelland administrative region, Bern, 3052, Switzerland",46.9959463,7.4576417
Thônex,"Thônex, Geneva, 1226, Switzerland",46.1884304,6.1983858
Zug,"Zug, Switzerland",47.1486137,8.5539378
Urdorf,"Urdorf, Bezirk Dietikon, Zurich, 8902, Switzerland",47.384708,8.4259004
Ittigen,"Ittigen, Bern-Mittelland administrative district, Bernese Mittelland administrative region, Bern, Switzerland",46.9790726,7.4815213
Switzerland,Switzerland,46.7985624,8.2319736
Fribourg,"Fribourg, Switzerland",46.6789116,7.1027113
Roggwil,"Roggwil (BE), Oberaargau administrative district, Emmental-Oberaargau administrative region, Bern, 4914, Switzerland",47.241147,7.8230774
Rolle,"Rolle, District de Nyon, Vaud, 1180, Switzerland",46.4601563,6.3380469
Opfikon,"Opfikon, Bezirk Bülach, Zurich, 8152, Switzerland",47.4322671,8.5779983
Tartegnin,"Tartegnin, District de Nyon, Vaud, 1180, Switzerland",46.4666552,6.3156804
Aarau,"Aarau, Bezirk Aarau, Aargau, 5000, Switzerland",47.3927146,8.0444448
Wallisellen,"Wallisellen, Bezirk Bülach, Zurich, Switzerland",47.4166195,8.5919985
Frauenfeld,"Frauenfeld, Neunforn, Bezirk Frauenfeld, Thurgau, Switzerland",47.5561915,8.8963347
Schlieren,"Schlieren, Bezirk Dietikon, Zurich, 8952, Switzerland",47.3965147,8.4444861
Winterthur,"Winterthur, Bezirk Winterthur, Zurich, Switzerland",47.4991723,8.7291498
Riehen,"Riehen, Basel-City, 4125, Switzerland",47.5816927,7.6479737
Buchs,"Buchs (SG), Wahlkreis Werdenberg, St. Gallen, Switzerland",47.1627634,9.4764086
Stein,"Stein, Highland, Scotland, IV55 8GA, United Kingdom",57.5175241,-6.5714139
Root,"Root, Lucerne, 6037, Switzerland",47.1153443,8.3911091
Baden,"Baden, Baden-Württemberg, Germany",48.1928371,8.1390286
Locarno,"Locarno, Circolo di Locarno, Distretto di Locarno, Ticino, Switzerland",46.1695112,8.7954217
Meyrin,"Meyrin, Geneva, Switzerland",46.2283226,6.0712016
Saas-Fee,"Saas-Fee, Visp, Wallis, 3906, Switzerland",46.107342,7.9247055
Schwyz,"Schwyz, Switzerland",47.0571976,8.7222073
Sion,"Sion, Condom, Gers, Occitania, Metropolitan France, 32110, France",43.73903,0.00822
Vienna,"Vienna, Austria",48.2083537,16.3725042
Elsbethen,"Elsbethen, Bezirk Salzburg-Umgebung, Salzburg, 5061, Austria",47.7592351,13.0825458
Pasching,"Pasching, Bezirk Linz-Land, Upper Austria, 4061, Austria",48.2576453,14.2044214
Münchendorf,"Münchendorf, Gemeinde Münchendorf, Bezirk Mödling, Lower Austria, 2482, Austria",48.0298076,16.3791947
Salzburg,"Salzburg, 5020, Austria",47.7981346,13.0464806
Linz,"Linz, Upper Austria, Austria",48.3059078,14.286198
Fuschl,"Fuschl am See, Bezirk Salzburg-Umgebung, Salzburg, 5330, Austria",47.7963895,13.3027787
Austria,Austria,47.59397,14.12456
Wolfurt,"Marktgemeinde Wolfurt, Bezirk Bregenz, Vorarlberg, 6922, Austria",47.4667813,9.750197
Innsbruck,"Innsbruck, Tyrol, Austria",47.2654296,11.3927685
Klagenfurt am Wörthersee,"Klagenfurt, Carinthia, Austria",46.623943,14.3075976
Klein-Wien,"Klein-Wien, Gemeinde Furth bei Göttweig, Bezirk Krems, Lower Austria, 3511, Austria",48.3622134,15.6077794
Gleisdorf,"Gleisdorf, Bezirk Weiz, Styria, 8200, Austria",47.106751,15.710006557612969
Graz,"Graz, Styria, Austria",47.0708678,15.4382786
Wiener Neudorf,"Gemeinde Wiener Neudorf, Bezirk Mödling, Lower Austria, Austria",48.0885947,16.318448723546133
 ,Not available,Not available,Not available
Amstetten,"Gemeinde Amstetten, Bezirk Amstetten, Lower Austria, Austria",48.0999102,14.82592060463179
Wernberg,"Wernberg, Bezirk Villach-Land, Carinthia, 9241, Austria",46.624741,13.9321561
Kematen an der Ybbs,"Gemeinde Kematen an der Ybbs, Bezirk Amstetten, Lower Austria, 3331, Austria",48.0451953,14.76554638967066
Sattledt,"Sattledt, Bezirk Wels-Land, Upper Austria, 4642, Austria",48.0702992,14.0581292
"Munich, Germany ","Munich, Bavaria, Germany",48.1371079,11.5753822
Ernstbrunn,"Ernstbrunn, Gemeinde Ernstbrunn, Bezirk Korneuburg, Lower Austria, 2115, Austria",48.5282016,16.3628114
Salzburg ,"Salzburg, 5020, Austria",47.7981346,13.0464806
Steyr,"Steyr, Upper Austria, 4400, Austria",48.0390046,14.4191276
Kematen in Tirol,"Gemeinde Kematen in Tirol, Bezirk Innsbruck-Land, Tyrol, 6175, Austria",47.2542856,11.2729463
Bregenz,"Stadt Bregenz, Bezirk Bregenz, Vorarlberg, Austria",47.5025779,9.7472924
Jenbach,"Marktgemeinde Jenbach, Bezirk Schwaz, Tyrol, 6200, Austria",47.39847155,11.749156910148312
Villach,"Villach, Carinthia, Austria",46.6167284,13.8500268
Kapfenberg,"Kapfenberg, Bezirk Bruck-Mürzzuschlag, Styria, 8605, Austria",47.4405481,15.2901669
"Oak Brook, IL, USA","Oak Brook, DuPage County, Illinois, 60523, United States",41.8328085,-87.9289504
United States,United States,39.7837304,-100.445882
"Rockville, MD, USA","Rockville, Montgomery County, Maryland, United States",39.0817985,-77.1516844
"Chantilly, VA, USA","Chantilly, Fairfax County, Virginia, United States",38.8788355,-77.40221718011088
"Irvine, CA, USA","Irvine, Orange County, CAL Fire Southern Region, California, United States",33.6856969,-117.8259819
"Northbrook, IL, USA","Northbrook, Northfield Township, Cook County, Illinois, United States",42.128704,-87.8265089
"Irving, TX, USA","Irving, Dallas County, Texas, United States",32.8295183,-96.9442177
"New York, NY, USA","New York, United States",40.7127281,-74.0060152
"Seattle, WA, USA","Seattle, King County, Washington, United States",47.6038321,-122.330062
"Phoenix, AZ, USA","Phoenix, Maricopa County, Arizona, United States",33.4484367,-112.074141
"Roy, UT, USA","Roy, Weber County, Utah, 84067, United States",41.1715361,-112.0273739
"Syracuse, NY, USA","City of Syracuse, Onondaga County, New York, United States",43.0481221,-76.1474244
"Troy, MI, USA","Troy, Oakland County, Michigan, United States",42.6055893,-83.1499304
"Portage, MI, USA","Portage, Kalamazoo County, Michigan, United States",42.2011538,-85.5800022
"San Jose, CA, USA","San Jose, Santa Clara County, CAL Fire Northern Region, California, United States",37.3361663,-121.890591
"Plano, TX, USA","Plano, Collin County, Texas, United States",33.0136764,-96.6925096
"Houston, TX, USA","Houston, Harris County, Texas, United States",29.7589382,-95.3676974
"Malvern, PA, USA","Malvern, Geneva County, Alabama, United States",31.1393439,-85.5191005
"Bentonville, AR, USA","Bentonville, Benton County, Arkansas, United States",36.3728538,-94.2088172
"Atlanta, GA, USA","Atlanta, Fulton County, Georgia, United States",33.7489924,-84.3902644
"Albany, NY, USA","City of Albany, Albany County, New York, United States",42.6511674,-73.754968
"San Francisco, CA, USA","San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
"Stanhope, NJ, USA","Stanhope, Sussex County, New Jersey, 07874, United States",40.9028765,-74.7090517
"Boston, MA, USA","Boston, Suffolk County, Massachusetts, United States",42.3554334,-71.060511
"Topeka, KS, USA","Topeka, Shawnee County, Kansas, United States",39.049011,-95.677556
"Bellevue, WA, USA","Bellevue, King County, Washington, United States",47.6144219,-122.192337
"Social Circle, GA, USA","Social Circle, Walton County, Georgia, 30025, United States",33.6561723,-83.7184579
"Austin, TX, USA","Austin, Travis County, Texas, United States",30.2711286,-97.7436995
"Wilmington, MA, USA","Wilmington, New Castle County, Delaware, United States",39.7459468,-75.546589
"Oak Ridge, TN, USA","Oak Ridge, Anderson County, Tennessee, United States",36.0103562,-84.2696449
"Mountain View, CA, USA","Mountain View, Santa Clara County, CAL Fire Northern Region, California, United States",37.3893889,-122.0832101
"Memphis, TN, USA","Memphis, Shelby County, West Tennessee, Tennessee, United States",35.1460249,-90.0517638
"Aliso Viejo, CA, USA","Aliso Viejo, Orange County, CAL Fire Southern Region, California, 92656, United States",33.5761376,-117.7258122
"Laurel, MD, USA","Laurel, Prince George's County, Maryland, 20707, United States",39.1044123,-76.8669233
"Dahlgren, VA, USA","Dahlgren, King George County, Virginia, United States",38.337410500000004,-77.05488532658825
"Washington, DC, USA","Washington, District of Columbia, United States",38.8950368,-77.0365427
"Huntsville, AL, USA","Huntsville, Madison County, Alabama, United States",34.729847,-86.5859011
"McLean, VA, USA","McLean, Fairfax County, Virginia, 22101, United States",38.9318369,-77.1671337963356
"Richmond, VA, USA","Richmond, Virginia, United States",37.5385087,-77.43428
"West Hollywood, CA, USA","West Hollywood, Los Angeles County, CAL Fire Contract Counties, California, United States",34.0923014,-118.3692894
"Lubbock, TX, USA","Lubbock, Lubbock County, Texas, United States",33.5635206,-101.879336
"California, USA","California, United States",36.7014631,-118.755997
"Durham, NC, USA","Durham, Durham County, North Carolina, United States",35.996653,-78.9018053
"Chicago, IL, USA","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
"Tysons, VA, USA","Tysons, Fairfax County, Virginia, United States",38.916509000000005,-77.22578977664253
"Grand Forks, ND, USA","Grand Forks, Grand Forks County, North Dakota, United States",47.9078244,-97.0592028
"Chicago, IL, USA ","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
"Charlotte, NC, USA","Charlotte, Mecklenburg County, North Carolina, United States",35.2272086,-80.8430827
"Stamford, CT, United States","Stamford, Western Connecticut COG, Connecticut, United States",41.0534302,-73.5387341
"Reston, VA, USA","Reston, Fairfax County, Virginia, United States",38.955696,-77.34188283719988
"Herndon, VA, USA","Herndon, Fairfax County, Virginia, 20170, United States",38.9695316,-77.3859479
"Texas, USA","Texas, United States",31.2638905,-98.5456116
United States ,United States,39.7837304,-100.445882
"Annapolis Junction, MD, USA","Annapolis Junction Town Center, Whitehurst, Howard County, Maryland, United States",39.125459649999996,-76.795323688298
"Miami, FL, USA","Miami, Miami-Dade County, Florida, United States",25.7741728,-80.19362
"Manchester, NH, USA","Manchester, Hillsborough County, New Hampshire, United States",42.9956397,-71.4547891
"Carrollton, TX, USA","Carrollton, Dallas County, Texas, United States",32.9537349,-96.8902816
"Berkeley, CA, USA","Berkeley, Alameda County, CAL Fire Northern Region, California, United States",37.8708393,-122.272863
"Missoula, MT, USA","Missoula, Missoula County, Montana, United States",46.8701049,-113.995267
"Bloomington, MN, USA ","Bloomington, Hennepin County, Minnesota, United States",44.8322405,-93.3204872
"Stamford, CT, USA","Stamford, Western Connecticut COG, Connecticut, United States",41.0534302,-73.5387341
"Dallas, TX, USA","Dallas, Dallas County, Texas, United States",32.7762719,-96.7968559
"Patuxent River, MD, USA","Patuxent River, Solomons, Calvert County, Maryland, United States",38.45513645,-76.63241458000238
"North Las Vegas, NV, USA","North Las Vegas, Clark County, Nevada, United States",36.2005843,-115.121584
"Remote, OR, USA","Remote, Coos County, Oregon, United States",43.0059455,-123.8925908
"Denver, CO, USA","Denver, Colorado, United States",39.7392364,-104.984862
"Nashville, TN, USA","Nashville-Davidson, Davidson County, Tennessee, United States",36.1622767,-86.7742984
"Greenville, SC, USA","Greenville, Greenville County, South Carolina, United States",34.851354,-82.3984882
"Fairfax, VA, USA","Fairfax, Fairfax (city), Virginia, 20030, United States",38.8462236,-77.3063733
"Westlake, TX, USA","Westlake, Denton County, Texas, United States",32.991226,-97.1943701
"College Park, MD, USA","College Park, Prince George's County, Maryland, United States",38.980666,-76.9369189
"Washington, USA","Washington, District of Columbia, United States",38.8950368,-77.0365427
"Pittsburgh, PA, USA","Pittsburgh, Allegheny County, Pennsylvania, United States",40.4416941,-79.9900861
"Stanford, CA, USA","Stanford, Palo Alto, Santa Clara County, CAL Fire Northern Region, California, United States",37.426540700000004,-122.17030545534064
"Jacksonville, FL, USA","Jacksonville, Duval County, Florida, United States",30.3321838,-81.655651
"Renton, WA, USA","Renton, King County, Washington, United States",47.4799078,-122.2034496
"Medford, MA, USA","Medford, Middlesex County, Massachusetts, 02155, United States",42.4184296,-71.1061639
"Burlington, MA, USA ","Burlington, Alamance County, North Carolina, United States",36.0956918,-79.4377991
"Columbia, MD, USA","Columbia, Howard County, Maryland, United States",39.1938429,-76.86460919353361
"St. Louis, MO, USA","St. Louis, Missouri, United States",38.6280278,-90.1910154
"Kirkland, WA, USA","Kirkland, King County, Washington, United States",47.6859573,-122.1920249
"Creve Coeur, MO, USA","Creve Coeur, Saint Louis County, Missouri, 63141, United States",38.6613007,-90.4423653
"Cupertino, CA, USA","Cupertino, Santa Clara County, California, 95014, United States",37.3228934,-122.0322895
"Lancaster, SC, USA","Lancaster County, South Carolina, United States",34.6628067,-80.700546
"Overland Park, KS, USA","Overland Park, Johnson County, Kansas, United States",38.9742502,-94.6851702
"Scottsdale, AZ, USA","Scottsdale, Maricopa County, Arizona, United States",33.4942189,-111.9260184
"Jersey City, NJ, USA","Jersey City, Hudson County, New Jersey, United States",40.7215682,-74.047455
"Palo Alto, CA, USA","Palo Alto, Santa Clara County, CAL Fire Northern Region, California, United States",37.4443293,-122.1598465
"Pasadena, CA, USA","Pasadena, Los Angeles County, CAL Fire Contract Counties, California, United States",34.1476452,-118.1444779
"Leonia, NJ, USA","Leonia, Bergen County, New Jersey, 07605, United States",40.8617353,-73.9880495
"Hoboken, NJ, USA","Hoboken, Hudson County, New Jersey, 07030, United States",40.7433066,-74.0323752
"Chicago, IL, United States","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
"Tampa, FL, USA","Tampa, Hillsborough County, Florida, United States",27.9477595,-82.458444
"San Bruno, CA, USA","San Bruno, San Mateo County, CAL Fire Northern Region, California, 94066, United States",37.6261715,-122.433243
"Henrico, VA, United States","Henrico County, Virginia, United States",37.5131191,-77.3465081
"San Francisco, CA, USA ","San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
"Baltimore, MD, USA","Baltimore, Maryland, United States",39.2908816,-76.610759
"Omaha, NE, USA","Omaha, Douglas County, Nebraska, United States",41.2587459,-95.9383758
"Philadelphia, PA, USA","Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
"Mason, OH, USA","Mason, Warren County, Ohio, 45040, United States",39.3600586,-84.309939
"Georgia, USA","Georgia, United States",32.3293809,-83.1137366
"Fort Belvoir, VA, USA","Fort Belvoir, Fairfax County, Virginia, 22060, United States",38.72821225,-77.15098291295884
"Bridgeport, CT, USA","Bridgeport, Greater Bridgeport COG, Connecticut, United States",41.1670412,-73.2048348
"Cambridge, MA, USA","Cambridge, Middlesex County, Massachusetts, United States",42.3750997,-71.1056157
"San Diego, CA, USA","San Diego, San Diego County, CAL Fire Southern Region, California, United States",32.7174202,-117.1627728
"Louisville, KY, USA","Louisville, Jefferson County, Kentucky, United States",38.2542376,-85.759407
"Kentucky, USA","Kentucky, United States",37.5726028,-85.1551411
"Boise, ID, USA","Boise, Ada County, Idaho, United States",43.6166163,-116.200886
"Arlington, VA, USA","Arlington County, Virginia, United States",38.8769326,-77.0893094
"Beverly Hills, CA, USA","Beverly Hills, Los Angeles County, CAL Fire Contract Counties, California, United States",34.0696501,-118.3963062
"Kansas City, MO, USA","Kansas City, Jackson County, Missouri, United States",39.100105,-94.5781416
"South San Francisco, CA, USA","South San Francisco, San Mateo County, CAL Fire Northern Region, California, United States",37.6535403,-122.4168664
"Norfolk, VA, USA","Norfolk, Virginia, United States",36.8448348,-76.2863999
"Tacoma, WA, USA","Tacoma, Pierce County, Washington, United States",47.2495798,-122.439874
"Arlington, TX, USA","Arlington, Tarrant County, Texas, United States",32.7355816,-97.1071186
"Orlando, FL, USA","Orlando, Orange County, Florida, United States",28.5421109,-81.3790304
"Alexandria, VA, USA","Alexandria, Virginia, United States",38.8051095,-77.0470229
"Las Vegas, NV, USA","Las Vegas, Clark County, Nevada, United States",36.1672559,-115.148516
"Norwood, MA, USA","Norwood, Norfolk County, Massachusetts, 02062, United States",42.194543,-71.1994976
"Elm Springs, AR, USA","Elm Springs, Washington County, Arkansas, 72728, United States",36.206183,-94.2343657
"New Lenox, IL, USA","New Lenox, Will County, Illinois, 60451, United States",41.5119761,-87.9656098
"Shelton, CT, USA","Shelton, Naugatuck Valley COG, Connecticut, 06484, United States",41.3164856,-73.0931641
"Bella Vista, AR, USA","Bella Vista, Benton County, Arkansas, 72715, United States",36.4678036,-94.2669727
"Anderson, MO, USA","Anderson, McDonald County, Missouri, 64831, United States",36.650627,-94.44355
"Rosslyn, VA, USA","Rosslyn, 1850, North Moore Street, Rosslyn, Arlington, Arlington County, Virginia, 22209, United States",38.8959791,-77.0709087
"Cave Springs, AR, USA","Cave Springs, Benton County, Arkansas, 72718, United States",36.2634109,-94.2318728
"Hazel Green, AL, USA","Hazel Green, Madison County, Alabama, 35750, United States",34.925627500000004,-86.5667604295989
"Chelmsford, MA, USA","Chelmsford, Middlesex County, Massachusetts, United States",42.596876,-71.3518343
"Johnson, AR, USA","Johnson County, Arkansas, United States",35.5600697,-93.4550108
"Pea Ridge, AR, USA","Pea Ridge, Benton County, Arkansas, 72751, United States",36.4515042,-94.1162147
"Fort Mill, SC, USA","Fort Mill, York County, South Carolina, United States",35.0073697,-80.9450759
"Carlsbad, CA, USA","Carlsbad, San Diego County, CAL Fire Southern Region, California, United States",33.1580933,-117.3505966
"San Mateo, CA, USA","San Mateo County, CAL Fire Northern Region, California, United States",37.496904,-122.3330573
"Berkeley Heights, NJ, USA","Berkeley Heights, Union County, New Jersey, 07922, United States",40.6834349,-74.442653
"Southlake, TX, USA","Southlake, Tarrant County, Texas, 76092, United States",32.9412363,-97.1341783
"Dublin, OH, USA","Dublin, Washington Township, Franklin County, Ohio, United States",40.0992294,-83.1140771
"Waterbury, CT, USA","Waterbury, Naugatuck Valley COG, Connecticut, United States",41.5538091,-73.0438362
"Seattle, WA ","Seattle, King County, Washington, United States",47.6038321,-122.330062
"Seattle, WA","Seattle, King County, Washington, United States",47.6038321,-122.330062
"Redmond, WA","Redmond, King County, Washington, United States",47.6694141,-122.1238767
"Portland, OR","Portland, Multnomah County, Oregon, United States",45.5202471,-122.674194
